Brand & Model,Varient,Fuel Type,Driven Kilometers,Transmission,Owner,Location,Date of Posting Ad,Price (in ₹)
Ford Ecosport (2017),1.5 Diesel Titanium,DIESEL,97000.0 KM,MANUAL,1st Owner,"Tidke Nagar, Nashik",01-27-2022,675000
Volkswagen Polo (2011),2009-2013 Petrol Comfortline 1.2L,DIESEL,117000.0 KM,MANUAL,2nd Owner,"Parasakthi Colony, Sivakasi",01-27-2022,270000
Volvo Xc60 (2017),Momentum D4,DIESEL,"89,000 KM",AUTOMATIC,2nd Owner,"Mehdipatnam, Hyderabad",01-27-2022,2400000
Volvo Xc60 (2017),Momentum D4,DIESEL,"89,000 KM",AUTOMATIC,2nd Owner,"Mehdipatnam, Hyderabad",01-27-2022,2400000
Toyota Fortuner (2017),3.0 4x4 Automatic,DIESEL,50000.0 KM,AUTOMATIC,1st Owner,"Jubilee Hills, Hyderabad",01-27-2022,2899999
Mahindra Bolero Pik-Up (2012),FB 1.25T,DIESEL,"148,000 KM",MANUAL,2nd Owner,"Saha Industrial Area, Saha",01-27-2022,370000
Tata Tiago (2018),1.2 Revotron XTA,PETROL,68000.0 KM,AUTOMATIC,1st Owner,"Assissi Nagar, Aluva",01-14-2022,475000
Tata Tiago (2018),1.2 Revotron XTA,PETROL,68000.0 KM,AUTOMATIC,1st Owner,"Assissi Nagar, Aluva",01-14-2022,475000
Ford Fiesta (2010),2008-2011 1.4 ZXi TDCi LE,DIESEL,"125,000 KM",MANUAL,2nd Owner,"NGO Colony, Pamur",01-27-2022,200000
Tata Others (2012),,DIESEL,"5,000 KM",MANUAL,2nd Owner,"Anna Bhau Sathe Chowk, Nanded",01-27-2022,800000
Mahindra Xylo (2012),2012-2014 E8 ABS BS III,DIESEL,150000.0 KM,MANUAL,2nd Owner,"Parasakthi Colony, Sivakasi",01-27-2022,493000
Maruti Suzuki Swift (2015),VDI,DIESEL,"97,000 KM",MANUAL,2nd Owner,"Anthiyoorkonam, Thiruvananthapuram",01-27-2022,450000
Toyota Fortuner (2017),3.0 4x4 Automatic,DIESEL,50000.0 KM,AUTOMATIC,1st Owner,"Jubilee Hills, Hyderabad",01-27-2022,2899999
Toyota Fortuner (2017),3.0 4x4 Automatic,DIESEL,50000.0 KM,AUTOMATIC,1st Owner,"Jubilee Hills, Hyderabad",01-27-2022,2899999
Volvo Xc60 (2017),Momentum D4,DIESEL,"89,000 KM",AUTOMATIC,2nd Owner,"Mehdipatnam, Hyderabad",01-27-2022,2400000
Volvo Xc60 (2017),Momentum D4,DIESEL,"89,000 KM",AUTOMATIC,2nd Owner,"Mehdipatnam, Hyderabad",01-27-2022,2400000
Maruti Suzuki 800 (2004),Std MPFi,PETROL,70000 KM,MANUAL,Third Owner,"Khed Shivapur, Pune",Maharashtra,49999
Hyundai Accent (2005),DLS,PETROL,"95,000 KM",AUTOMATIC,4th Owner,"Kulswamini Vihar, Amravati",01-27-2022,85000
Maruti Suzuki Wagon R (2017),VXI BS IV,PETROL,22464.0 KM,MANUAL,1st Owner,"Narela, Delhi",01-27-2022,418500
Maruti Suzuki Wagon R (2017),VXI BS IV,PETROL,22464.0 KM,MANUAL,1st Owner,"Narela, Delhi",01-27-2022,418500
Hyundai Accent (2005),DLS,PETROL,"95,000 KM",AUTOMATIC,4th Owner,"Kulswamini Vihar, Amravati",01-27-2022,85000
Maruti Suzuki Zen (2004),LX,PETROL,"100,000 KM",MANUAL,2nd Owner,"Saraswati Vihar, Amritsar",01-27-2022,90000
Maruti Suzuki Zen (2004),LX,PETROL,"100,000 KM",MANUAL,2nd Owner,"Saraswati Vihar, Amritsar",01-27-2022,90000
Maruti Suzuki Swift Dzire (2012),LXI,PETROL,"110,000 KM",MANUAL,3rd Owner,"Bharat Nagar, Sillod",01-27-2022,345000
Mahindra Xuv500 (2015),W10 2WD,DIESEL,64153.0 KM,MANUAL,1st Owner,"Madhapur, Hyderabad",01-27-2022,1200000
Mahindra Xuv500 (2018),W11,DIESEL,42000.0 KM,MANUAL,1st Owner,"Vaishali Nagar, Jaipur",01-22-2022,1550000
Maruti Suzuki Wagon R (2013),LXI CNG,CNG,120000 KM,MANUAL,Second Owner,"Rohini, Delhi",Delhi,260000
Maruti Suzuki Swift Dzire (2014),ZDI,DIESEL,"102,175 KM",MANUAL,3rd Owner,Oulgaret,01-27-2022,410000
Bmw X5 M (2016),Others,DIESEL,50000.0 KM,AUTOMATIC,1st Owner,"Santacruz West, Mumbai",01-27-2022,4850000
Bmw X5 M (2016),Others,DIESEL,50000.0 KM,AUTOMATIC,1st Owner,"Santacruz West, Mumbai",01-27-2022,4850000
Mahindra Xuv500 (2015),W10 2WD,DIESEL,64153.0 KM,MANUAL,1st Owner,"Madhapur, Hyderabad",01-27-2022,1200000
Maruti Suzuki Alto (2008),2005-2010 LXi BSIII,PETROL,50000 KM,MANUAL,Second Owner,"Royal Enclave, Jodhpur",Rajasthan,150000
Maruti Suzuki Alto (2008),2005-2010 LXi BSIII,PETROL,50000 KM,MANUAL,Second Owner,"Royal Enclave, Jodhpur",Rajasthan,150000
Skoda Superb (2014),2013-2015 Ambition 1.8 TSI MT,PETROL,78000.0 KM,MANUAL,1st Owner,"Attapur, Hyderabad",01-27-2022,750000
Honda City (2021),i-VTEC CVT VX,PETROL,3500.0 KM,AUTOMATIC,1st Owner,"Andheri West, Mumbai",01-07-2022,1499000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Toyota Fortuner (2010),3.0 4x4 Manual,DIESEL,113000.0 KM,MANUAL,2nd Owner,"Sion East, Mumbai",01-27-2022,899999
Toyota Fortuner (2010),3.0 4x4 Manual,DIESEL,113000.0 KM,MANUAL,2nd Owner,"Sion East, Mumbai",01-27-2022,899999
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Audi Q2 (2021),Others,PETROL,4000.0 KM,AUTOMATIC,1st Owner,"Camac Street Area, Kolkata",01-20-2022,3450000
Maruti Suzuki Ritz (2013),Zdi BS-IV,DIESEL,42000.0 KM,MANUAL,1st Owner,"EM Bypass - Science City Area, Kolkata",01-15-2022,289000
Renault Duster (2016),2015-2016 85PS Diesel RxE,DIESEL,63000.0 KM,MANUAL,1st Owner,"EM Bypass - Science City Area, Kolkata",01-18-2022,480000
Audi Q2 (2021),Others,PETROL,4000.0 KM,AUTOMATIC,1st Owner,"Camac Street Area, Kolkata",01-20-2022,3450000
Honda Jazz (2015),1.5 V i DTEC,DIESEL,81379 KM,MANUAL,First Owner,"Saltlake Sector II, Kolkata",WB,340000
Renault Duster (2016),2015-2016 85PS Diesel RxE,DIESEL,63000.0 KM,MANUAL,1st Owner,"EM Bypass - Science City Area, Kolkata",01-18-2022,480000
Ford Ecosport (2015),1.5 TDCi Titanium Plus,DIESEL,51328 KM,MANUAL,Second Owner,"Picnic Garden, Kolkata",WB,538999
Ford Ecosport (2015),1.5 Diesel Titanium Plus,DIESEL,57713.0 KM,MANUAL,1st Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,475000
Ford Ecosport (2015),1.5 Diesel Titanium Plus,DIESEL,57713.0 KM,MANUAL,1st Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,475000
Land Rover Range Rover Evoque (2012),Evoque Prestige SD4,DIESEL,46300.0 KM,AUTOMATIC,1st Owner,"Saltlake Sector 1, Kolkata",04-29-2021,2199000
Land Rover Range Rover Evoque (2012),Evoque Prestige SD4,DIESEL,46300.0 KM,AUTOMATIC,1st Owner,"Saltlake Sector 1, Kolkata",04-29-2021,2199000
Mahindra Bolero Power Plus (2019),SLE,DIESEL,14900.0 KM,MANUAL,1st Owner,"Park Circus, Kolkata",12-22-2021,760000
Honda Jazz (2015),1.5 V i DTEC,DIESEL,81379 KM,MANUAL,First Owner,"Saltlake Sector II, Kolkata",WB,340000
Ford Ecosport (2015),1.5 TDCi Titanium Plus,DIESEL,51328 KM,MANUAL,Second Owner,"Picnic Garden, Kolkata",WB,538999
Ford Ecosport (2015),1.5 Diesel Titanium Plus,DIESEL,57713.0 KM,MANUAL,1st Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,475000
Hyundai Creta (2016),1.6 CRDi SX Option,DIESEL,32000.0 KM,MANUAL,2nd Owner,"Paikpara, Kolkata",01-27-2022,825000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Volkswagen Polo (2016),,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Mg Hector (2019),Sharp diesel Manual,DIESEL,78000.0 KM,MANUAL,1st Owner,"Yewlekar Mala, Nashik",11-29-2021,1835000
Maruti Suzuki Swift Dzire (2009),VXI 1.2,PETROL,112052.0 KM,MANUAL,1st Owner,"Thakray Circle Chowk, Nashik",01-07-2022,295000
Mg Hector (2019),Sharp diesel Manual,DIESEL,78000.0 KM,MANUAL,1st Owner,"Yewlekar Mala, Nashik",11-29-2021,1835000
Maruti Suzuki Swift Dzire (2009),VXI 1.2,PETROL,112052.0 KM,MANUAL,1st Owner,"Thakray Circle Chowk, Nashik",01-07-2022,295000
Maruti Suzuki Wagon R 1.0 (2016),1.0 VXi,PETROL,34000.0 KM,AUTOMATIC,1st Owner,"Lekha Nagar, Nashik",01-22-2022,411000
Maruti Suzuki Swift Dzire (2011),1.2 Vxi BSIV,PETROL,90000 KM,MANUAL,Second Owner,"Madhuban Nagar, Nashik",01-27-2022,290000
Hyundai I10 (2010),1.1L iRDE ERA Special Edition,PETROL,90000 KM,MANUAL,First Owner,"DGP Nagar, Nashik",01-27-2022,190000
Chevrolet Spark (2011),1.0 LS,PETROL,52000.0 KM,MANUAL,1st Owner,"Gulmohar Vihar, Nashik",01-27-2022,155000
Mahindra Xylo (2012),2012-2014 E9,DIESEL,132647 KM,MANUAL,Third Owner,"Moti Nagar, Hyderabad",01-27-2022,625000
Mahindra Xylo (2012),2012-2014 E9,DIESEL,132647 KM,MANUAL,Third Owner,"Moti Nagar, Hyderabad",01-27-2022,625000
Mahindra Xylo (2019),D4 BS III,DIESEL,52000.0 KM,MANUAL,1st Owner,"Shivam Road, Hyderabad",01-24-2022,550000
Mahindra Xylo (2019),D4,DIESEL,"51,000 KM",MANUAL,1st Owner,"Nagole, Hyderabad",01-27-2022,550000
Mahindra Xylo (2019),D4,DIESEL,"82,000 KM",MANUAL,1st Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,595000
Mahindra Xylo (2019),D4,DIESEL,"82,000 KM",MANUAL,1st Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,595000
Mahindra Xylo (2019),D4,DIESEL,"51,000 KM",MANUAL,1st Owner,"Nagole, Hyderabad",01-27-2022,550000
Mahindra Xylo (2019),D4,DIESEL,"51,000 KM",MANUAL,1st Owner,"Nagole, Hyderabad",01-27-2022,550000
Mahindra Xylo (2019),D4,DIESEL,"82,000 KM",MANUAL,1st Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,595000
Maruti Suzuki Wagon R (2016),VXI AMT,PETROL,46851.0 KM,MANUAL,1st Owner,"Satya Vihar, Bhubaneshwar",12-13-2021,349000
Maruti Suzuki Wagon R (2015),VXI,PETROL,30301.0 KM,MANUAL,1st Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,325000
Maruti Suzuki Wagon R (2016),VXI,PETROL,61000.0 KM,MANUAL,1st Owner,"Jayadev Vihar, Bhubaneshwar",01-27-2022,350000
Maruti Suzuki Wagon R (2015),VXI,PETROL,30301.0 KM,MANUAL,1st Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,325000
Maruti Suzuki Wagon R (2016),VXI,PETROL,61000.0 KM,MANUAL,1st Owner,"Jayadev Vihar, Bhubaneshwar",01-27-2022,350000
Maruti Suzuki Wagon R (2015),VXI,PETROL,30301.0 KM,MANUAL,1st Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,325000
Audi Q7 (2012),3.0 TDI Quattro Premium Plus,DIESEL,98567.0 KM,AUTOMATIC,1st Owner,"Industrial Area, Chandigarh",01-05-2022,1785000
Audi Q7 (2013),3.0 TDI quattro,DIESEL,80000.0 KM,AUTOMATIC,1st Owner,"Sector 69, Mohali",01-26-2022,1850000
Audi Q7 (2013),3.0 TDI Quattro Premium Plus,DIESEL,80000.0 KM,AUTOMATIC,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,1685000
Audi Q7 (2013),3.0 TDI Quattro Premium Plus,DIESEL,80000.0 KM,AUTOMATIC,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,1685000
Audi Q7 (2013),3.0 TDI quattro,DIESEL,80000.0 KM,AUTOMATIC,1st Owner,"Sector 69, Mohali",01-26-2022,1850000
Audi Q7 (2013),3.0 TDI Quattro Premium Plus,DIESEL,80000.0 KM,AUTOMATIC,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,1685000
Audi A6 (2011),2.0 TDI,DIESEL,125293.0 KM,AUTOMATIC,2nd Owner,"Industrial Area, Chandigarh",12-25-2021,895000
Audi A6 (2011),2.0 TDI,DIESEL,125293.0 KM,AUTOMATIC,2nd Owner,"Industrial Area, Chandigarh",12-25-2021,895000
Audi A6 (2010),2009-2011 2.7 TDI,DIESEL,84000.0 KM,AUTOMATIC,1st Owner,"Shivalik Enclave, Chandigarh",01-26-2022,785000
Maruti Suzuki Swift (2006),2004-2010 LXi BSIV,CNG,120000 KM,MANUAL,Fourth Owner,"Sector 34A, Chandigarh",Other minor issues,160000
Hyundai Verna (2012),2011-2014 1.6 CRDI,DIESEL,120000 KM,MANUAL,First Owner,"Sector 37C, Chandigarh",Haryana,425000
Maruti Suzuki Sx4 (2013),ZXi,PETROL,"87,000 KM",MANUAL,2nd Owner,"Sector 40A, Chandigarh",01-27-2022,310000
Hyundai Verna (2012),2011-2014 1.6 CRDI,DIESEL,120000 KM,MANUAL,First Owner,"Sector 37C, Chandigarh",Haryana,425000
Bmw 5 Series (2010),520d,DIESEL,"90,000 KM",AUTOMATIC,2nd Owner,"Sector 1, Chandigarh",01-27-2022,1050000
Ford Mustang (2018),V8,PETROL,10000.0 KM,AUTOMATIC,1st Owner,"Sector 19C, Chandigarh",01-27-2022,6450000
Ford Mustang (2018),V8,PETROL,10000.0 KM,AUTOMATIC,1st Owner,"Sector 19C, Chandigarh",01-27-2022,6450000
Ford Mustang (2017),V8,DIESEL,16000.0 KM,AUTOMATIC,2nd Owner,"Sector 22B, Chandigarh",01-25-2022,7175000
2013 Maruti Swift,['ZDI'],Diesel,"1,22,416 km",Manual,1st Owner,Kasol,01/17/2022,519000
2013 Maruti Swift,['V'],Diesel,"1,14,506 km",Manual,1st Owner,Kherganja,01/17/2022,699000
2015 Maruti Swift Dzire,['CVT'],Diesel,"76,778 km",Manual,1st Owner,"Nirman Nagar, Jaipur",12/29/2021,825000
2015 Maruti Swift Dzire,['1.2'],Petrol,"53,442 km",Manual,1st Owner,"Pooja Nagar,Udaipur",10-01-2022,200000
2013 Toyota Etios Liva,['TITANIUM'],Diesel,"97,829 km",Manual,1st Owner,"Indore, MP",12/27/2021,800000
2012 Maruti Swift Dzire,['PETROL'],Diesel,"1,10,592 km",Manual,2nd Owner,Bhopal,01/23/2022,200000
2013 Maruti Swift,['ALPHA'],Diesel,"45,417 km",Manual,1st Owner,"Byavar, Rajasthan",01/24/2022,180000
2016 Maruti Swift,['SHVS'],Diesel,"1,06,080 km",Manual,1st Owner,"Sector 71, Noida",01/20/2022,85000
2015 Maruti Swift,['DELTA'],Diesel,"76,264 km",Manual,1st Owner,"Ahiritola, Kolkata",01/23/2022,30000
2012 Maruti Swift,['1.3'],Diesel,"38,061 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",01/23/2022,99000
2016 Maruti Wagon R 1.0,['DDIS'] ,Petrol,"41,586 km",Automatic,1st Owner,"Palam, Delhi",01/24/2022,420000
2015 Maruti Wagon R 1.0,['SHVS'],Petrol,"23,699 km",Manual,2nd Owner,"Dwarka Sector 13, Delhi",01/20/2022,295000
2012 Maruti Swift,['FLUIDIC'],Diesel,"68,206 km",Manual,2nd Owner,"Rajivgandhi Nagar, Tumakuru",01/16/2022,46000
2015 Maruti Wagon R 1.0,['1.6'],Petrol,"22,456 km",Manual,1st Owner,"Meerut Road Industrial Area Sector 21, Ghaziabad",01/16/2022,580000
2019 Maruti Baleno,['CRDI'],Petrol,"34,079 km",Automatic,2nd Owner,"Pitampura, Delhi",01/16/2022,700000
2015 Hyundai Grand i10,['S'],Diesel,"86,636 km",Manual,1st Owner,"Calicut Medical College, Kozhikode",01/16/2022,360000
2013 Maruti Swift,['VDI'],Diesel,"29,449 km",Manual,1st Owner,"Budhakhera, Karnal",01/16/2022,120000
2019 Maruti Baleno,['ABS'],Petrol,"6,671 km",Automatic,2nd Owner,"Pilaviduthy, Karambakkudi",01/17/2022,165000
2014 Maruti Swift,['ZDI'],Diesel,"82,367 km",Manual,2nd Owner,"Sector 16, Faridabad",01/17/2022,95000
2013 Maruti Swift,['VDI'],Diesel,"58,990 km",Manual,1st Owner,"Shahibag, Ahmedabad",12/29/2021,35000
2012 Maruti Swift Dzire,['OPT'],Diesel,"1,18,117 km",Manual,1st Owner,"Salem East Old, Salem",10-01-2022,400000
2014 Maruti Swift,['VDI'],Diesel,"91,903 km",Manual,1st Owner,"Ambala Cantt, Ambala",12/27/2021,525000
2013 Hyundai i20,['VDI'],Petrol,"41,362 km",Manual,1st Owner,"Jaggi Colony, Ambala",01/23/2022,600000
2015 Hyundai Grand i10,['PLUS'],Petrol,"51,040 km",Manual,1st Owner,"Shahdara, Delhi",01/24/2022,355000
2014 Maruti Swift Dzire,['ZDI'],Diesel,"53,938 km",Manual,1st Owner,"Dahisar East, Mumbai",01/20/2022,275000
2015 Maruti Swift,['2.5'],Diesel,"53,260 km",Manual,1st Owner,"JP Nagar, Bengaluru",01/23/2022,2275000
2015 Maruti Swift,['GX'],Petrol,"63,344 km",Manual,1st Owner,"JP Nagar, Bengaluru",01/23/2022,450000
2015 Maruti Swift,['8'],Diesel,"1,12,006 km",Manual,1st Owner,"Vadodara Goverment Colony, Vadodara",01/24/2022,129000
2013 Maruti Swift Dzire,['STR'],Diesel,"83,414 km",Manual,1st Owner,"Sarojini Nagar, Delhi",01/20/2022,720000
2015 Maruti Swift,['BS'],Diesel,"61,499 km",Manual,2nd Owner,"Shahdara, Delhi",01/16/2022,575000
2013 Maruti Swift,['IV'],Diesel,"1,67,528 km",Manual,1st Owner,"East Coast Road, Chennai",01/16/2022,565000
2018 Hyundai Grand i10,['ASTA'],Petrol,"16,729 km",Manual,2nd Owner,"Calicut Beach, Kozhikode",01/16/2022,470000
2013 Maruti Swift,['1.4'],Diesel,"74,447 km",Manual,1st Owner,"Bibi Pakar, Darbhanga",01/16/2022,249000
2013 Maruti Swift,['CRDI'],Diesel,"44,122 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",01/16/2022,95000
2020 Renault Kwid,['VXI'],Petrol,"6,787 km",Manual,1st Owner,"Madhapur, Hyderabad",01/17/2022,120000
2015 Maruti Swift,['1.2'],Diesel,"1,06,657 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",01/17/2022,215000
2013 Maruti Swift,['BS'],Diesel,"82,519 km",Manual,1st Owner,"Mirpur, Gurdaspur",12/29/2021,50000
2015 Maruti Swift,['IV'],Diesel,"41,525 km",Manual,1st Owner,"Mirpur, Gurdaspur",10-01-2022,320000
2019 Maruti Celerio,['3.0'],Petrol,"24,746 km",Manual,1st Owner,"Ali Gai, Shahjahanpur",12/27/2021,599000
2012 Maruti Swift Dzire,['MT'],Diesel,"68,930 km",Manual,1st Owner,"Hebbal, Bengaluru",01/23/2022,395000
2015 Maruti Swift,['4X2'],Diesel,"89,196 km",Manual,1st Owner,"Hebbal, Bengaluru",01/24/2022,395000
2018 Hyundai Grand i10,['1.2'],Petrol,"8,087 km",Manual,1st Owner,"Hebbal, Bengaluru",01/20/2022,395000
2018 Hyundai Grand i10,['i-VTEC'],Petrol,"11,700 km",Manual,1st Owner,"Hebbal, Bengaluru",01/23/2022,456699
2012 Maruti Swift,['VX'],Petrol,"79,744 km",Manual,1st Owner,"Ramesh Nagar, Delhi",01/23/2022,374999
2014 Maruti Swift,['MT'],Diesel,"46,949 km",Manual,1st Owner,"Ramesh Nagar, Delhi",01/24/2022,372199
2013 Maruti Swift Dzire,['VDI'],Diesel,"69,373 km",Manual,1st Owner,"Indira Nagar, Bengaluru",01/20/2022,559199
2015 Maruti Swift,['OPT'],Diesel,"1,26,169 km",Manual,1st Owner,"Indira Nagar, Bengaluru",01/16/2022,781299
2015 Maruti Swift,['ZDI'],Diesel,"18,206 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",01/16/2022,372699
2013 Maruti Swift Dzire,['Magna'],Diesel,"74,644 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",01/16/2022,695099
2014 Maruti Swift,['Executive'],Diesel,"1,02,773 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",01/16/2022,333799
2015 Maruti Swift,['1.2'],Petrol,"46,478 km",Manual,1st Owner,"Madhapur, Hyderabad",01/16/2022,691099
2015 Maruti Swift,['ZDI'],Diesel,"91,610 km",Manual,1st Owner,"Now Gam, Nowgam",01/17/2022,1097199
2013 Maruti Swift,['PLUS'],Diesel,"23,673 km",Manual,1st Owner,"Now Gam, Nowgam",01/17/2022,574099
2018 Maruti Wagon R 1.0,['ZDI'],Petrol,"27,853 km",Manual,1st Owner,"Shivaji Nagar, Mumbai",12/29/2021,544999
2013 Hyundai i10,['1.5'],Petrol,"32,245 km",Manual,1st Owner,"Shivaji Nagar, Mumbai",10-01-2022,371099
2018 Hyundai Grand i10,['SMT'],Petrol,"33,108 km",Manual,1st Owner,"Badi Bazar, Pihani",12/27/2021,1383199
2013 Maruti Swift Dzire,['I'],Diesel,"1,37,452 km",Manual,1st Owner,"Badi Bazar, Pihani",01/23/2022,697499
2013 Maruti Swift Dzire,['DTEC'],Diesel,"76,795 km",Manual,1st Owner,"Thondankulangara, Alappuzha",01/24/2022,507999
2018 Hyundai Grand i10,['ASTA'],Petrol,"11,390 km",Manual,1st Owner,"Tazipora, Mohmmad Pora",01/20/2022,940799
2012 Maruti Swift Dzire,['1.2'],Diesel,"87,025 km",Manual,1st Owner,"Ganga Bazar, Itanagar",01/23/2022,254199
2013 Maruti Swift,['KAPPA'],Diesel,"77,409 km",Manual,1st Owner,"Calicut Airport, Kozhikode",01/23/2022,407499
2012 Maruti Swift Dzire,['VTVT'],Diesel,"1,26,803 km",Manual,1st Owner,"Police Lines, Varanasi",01/24/2022,843899
2019 Renault Kwid,['OPT'],Petrol,"6,054 km",Manual,1st Owner,"Akurdi, Pune",01/20/2022,1721299
2017 Hyundai Grand i10,['1.5'],Petrol,"16,502 km",Manual,1st Owner,"Jain Nagar, Meerut",01/16/2022,688699
2013 Maruti Swift,['SMT'],Diesel,"24,652 km",Manual,1st Owner,"Mukundapur, Kolkata",01/16/2022,896399
2018 Maruti Wagon R 1.0,['I'],Petrol,"13,375 km",Manual,1st Owner,"Police Lines, Varanasi",01/16/2022,418399
2014 Maruti Swift,['DTEC']],Diesel,"1,07,030 km",Manual,1st Owner,"Indira Nagar, Visakhapatnam",01/16/2022,263199
2017 Hyundai Grand i10,['1.5TITANIUM'],Petrol,"78,568 km",Manual,2nd Owner,"Indira Nagar, Visakhapatnam",01/16/2022,581099
2013 Maruti Swift Dzire,['TDCI'],Diesel,"66,341 km",Manual,1st Owner,"Hasanpur, Bakhri",01/17/2022,716999
2017 Maruti Wagon R 1.0,['VDI'],Petrol,"26,891 km",Manual,1st Owner,"Shahibag, Ahmedabad",01/17/2022,1843799
